"state_name","district_name","market_name","variety","group","arrival_tonnes","min_price_rs_quintal","max_price_rs_quintal","modal_price_rs_quintal","reported_date","commodity_name"
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ambada Seed
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ambada Seed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ambada Seed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ambada Seed
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Wool
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Wool
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Wool
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Wool
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pointed gourd (Parval)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pointed gourd (Parval)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pointed gourd (Parval)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pointed gourd (Parval)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Gladiolus Bulb
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Gladiolus Bulb
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Gladiolus Bulb
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Gladiolus Bulb
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Thogrikai
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Thogrikai
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Thogrikai
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Thogrikai
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Coconut Oil
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Coconut Oil
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Coconut Oil
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Coconut Oil
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ajwan
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ajwan
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ajwan
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ajwan
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Linseed
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Linseed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Linseed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Linseed
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pepper ungarbled
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pepper ungarbled
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pepper ungarbled
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pepper ungarbled
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Green Chilli
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Green Chilli
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Green Chilli
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Green Chilli
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Soapnut(AntawalaRetha)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Soapnut(AntawalaRetha)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Soapnut(AntawalaRetha)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Soapnut(AntawalaRetha)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Duck
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Duck
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Duck
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Duck
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,BOP
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,BOP
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,BOP
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,BOP
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Sugar
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Sugar
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Sugar
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Sugar
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Jowar(Sorghum)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Jowar(Sorghum)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Jowar(Sorghum)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Jowar(Sorghum)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Resinwood
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Resinwood
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Resinwood
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Resinwood
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Drumstick
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Drumstick
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Drumstick
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Drumstick
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ground Nut Oil
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ground Nut Oil
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ground Nut Oil
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ground Nut Oil
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,He Buffalo
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,He Buffalo
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,He Buffalo
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,He Buffalo
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Chow Chow
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Chow Chow
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Chow Chow
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Chow Chow
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Egypian Clover(Barseem)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Egypian Clover(Barseem)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Egypian Clover(Barseem)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Egypian Clover(Barseem)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Gram Raw(Chholia)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Gram Raw(Chholia)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Gram Raw(Chholia)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Gram Raw(Chholia)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Raya
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Raya
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Raya
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Raya
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Bottle gourd
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Bottle gourd
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Bottle gourd
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Bottle gourd
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Arhar Dal(Tur Dal)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Arhar Dal(Tur Dal)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Arhar Dal(Tur Dal)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Arhar Dal(Tur Dal)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Jaffri
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Jaffri
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Jaffri
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Jaffri
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Mango (Raw-Ripe)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Mango (Raw-Ripe)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Mango (Raw-Ripe)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Mango (Raw-Ripe)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Soyabean
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Soyabean
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Soyabean
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Soyabean
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Bengal Gram Dal (Chana Dal)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Bengal Gram Dal (Chana Dal)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Bengal Gram Dal (Chana Dal)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Bengal Gram Dal (Chana Dal)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Onion
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Onion
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Onion
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Onion
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Potato
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Potato
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Potato
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Potato
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Green Gram Dal (Moong Dal)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Green Gram Dal (Moong Dal)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Green Gram Dal (Moong Dal)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Green Gram Dal (Moong Dal)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Borehannu
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Borehannu
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Borehannu
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Borehannu
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Almond(Badam)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Almond(Badam)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Almond(Badam)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Almond(Badam)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Peas cod
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Peas cod
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Peas cod
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Peas cod
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Peas(Dry)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Peas(Dry)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Peas(Dry)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Peas(Dry)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Peach
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Peach
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Peach
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Peach
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Sompu
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Sompu
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Sompu
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Sompu
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Papaya
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Papaya
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Papaya
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Papaya
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Green Fodder
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Green Fodder
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Green Fodder
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Green Fodder
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Sheep
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Sheep
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Sheep
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Sheep
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Round gourd
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Round gourd
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Round gourd
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Round gourd
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Suvarna Gadde
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Suvarna Gadde
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Suvarna Gadde
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Suvarna Gadde
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Chrysanthemum
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Chrysanthemum
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Chrysanthemum
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Chrysanthemum
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Groundnut (Split)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Groundnut (Split)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Groundnut (Split)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Groundnut (Split)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Lotus
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Lotus
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Lotus
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Lotus
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Gramflour
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Gramflour
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Gramflour
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Gramflour
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Tamarind Fruit
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Tamarind Fruit
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Tamarind Fruit
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Tamarind Fruit
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Rice
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Rice
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Rice
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Rice
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Javi
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Javi
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Javi
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Javi
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Daila(Chandni)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Daila(Chandni)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Daila(Chandni)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Daila(Chandni)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Nelli Kai
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Nelli Kai
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Nelli Kai
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Nelli Kai
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Cucumbar(Kheera)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Cucumbar(Kheera)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Cucumbar(Kheera)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Cucumbar(Kheera)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Isabgul (Psyllium)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Isabgul (Psyllium)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Isabgul (Psyllium)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Isabgul (Psyllium)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Jamamkhan
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Jamamkhan
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Jamamkhan
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Jamamkhan
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Beetroot
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Beetroot
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Beetroot
