"state_name","district_name","market_name","variety","group","arrival_tonnes","min_price_rs_quintal","max_price_rs_quintal","modal_price_rs_quintal","reported_date","commodity_name"
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Tinda
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Tinda
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Tinda
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ashgourd
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ashgourd
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ashgourd
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ashgourd
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Egg
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Egg
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Egg
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Egg
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Mahua
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Mahua
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Mahua
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Mahua
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Delha
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Delha
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Delha
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Delha
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pear(Marasebu)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pear(Marasebu)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pear(Marasebu)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pear(Marasebu)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,She Goat
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,She Goat
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,She Goat
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,She Goat
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Cinamon(Dalchini)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Cinamon(Dalchini)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Cinamon(Dalchini)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Cinamon(Dalchini)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Lint
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Lint
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Lint
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Lint
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Jarbara
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Jarbara
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Jarbara
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Jarbara
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Dhaincha
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Dhaincha
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Dhaincha
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Dhaincha
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Corriander seed
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Corriander seed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Corriander seed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Corriander seed
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Marasebu
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Marasebu
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Marasebu
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Marasebu
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Garlic
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Garlic
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Garlic
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Garlic
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Other Pulses
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Other Pulses
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Other Pulses
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Other Pulses
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ram
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ram
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ram
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ram
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Squash(Chappal Kadoo)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Squash(Chappal Kadoo)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Squash(Chappal Kadoo)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Squash(Chappal Kadoo)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Bengal Gram(Gram)(Whole)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Bengal Gram(Gram)(Whole)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Bengal Gram(Gram)(Whole)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Bengal Gram(Gram)(Whole)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pineapple
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pineapple
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pineapple
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pineapple
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Nutmeg
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Nutmeg
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Nutmeg
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Nutmeg
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Cane
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Cane
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Cane
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Cane
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Mango
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Mango
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Mango
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Mango
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pumpkin
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pumpkin
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pumpkin
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pumpkin
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Green Gram (Moong)(Whole)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Green Gram (Moong)(Whole)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Green Gram (Moong)(Whole)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Green Gram (Moong)(Whole)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ginger(Dry)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ginger(Dry)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ginger(Dry)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ginger(Dry)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Cow
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Cow
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Cow
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Cow
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Gladiolus Cut Flower
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Gladiolus Cut Flower
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Gladiolus Cut Flower
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Gladiolus Cut Flower
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pomegranate
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pomegranate
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pomegranate
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pomegranate
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Grapes
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Grapes
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Grapes
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Grapes
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Sarasum
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Sarasum
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Sarasum
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Sarasum
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Siddota
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Siddota
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Siddota
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Siddota
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Nargasi
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Nargasi
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Nargasi
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Nargasi
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Arecanut(BetelnutSupari)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Arecanut(BetelnutSupari)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Arecanut(BetelnutSupari)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Arecanut(BetelnutSupari)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Yam (Ratalu)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Yam (Ratalu)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Yam (Ratalu)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Yam (Ratalu)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Suva (Dill Seed)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Suva (Dill Seed)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Suva (Dill Seed)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Suva (Dill Seed)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Paddy(Dhan)(Basmati)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Paddy(Dhan)(Basmati)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Paddy(Dhan)(Basmati)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Paddy(Dhan)(Basmati)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Green Peas
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Green Peas
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Green Peas
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Green Peas
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Bullar
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Bullar
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Bullar
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Bullar
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Seemebadnekai
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Seemebadnekai
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Seemebadnekai
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Seemebadnekai
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Lukad
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Lukad
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Lukad
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Lukad
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Honey
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Honey
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Honey
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Honey
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Papaya (Raw)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Papaya (Raw)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Papaya (Raw)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Papaya (Raw)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Pundi
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Pundi
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Pundi
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Pundi
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Betal Leaves
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Betal Leaves
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Betal Leaves
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Betal Leaves
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Apple
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Apple
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Apple
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Apple
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Soanf
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Soanf
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Soanf
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Soanf
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Mahedi
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Mahedi
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Mahedi
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Mahedi
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Turmeric (raw)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Turmeric (raw)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Turmeric (raw)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Turmeric (raw)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Lotus Sticks
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Lotus Sticks
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Lotus Sticks
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Lotus Sticks
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Ox
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Ox
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Ox
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Ox
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Hen
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Hen
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Hen
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Hen
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Field Pea
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Field Pea
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Field Pea
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Field Pea
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Rubber
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Rubber
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Rubber
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Rubber
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Karbuja(Musk Melon)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Karbuja(Musk Melon)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Karbuja(Musk Melon)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Karbuja(Musk Melon)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,T.V. Cumbu
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,T.V. Cumbu
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,T.V. Cumbu
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,T.V. Cumbu
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Chrysanthemum(Loose)
Haryana,Sonipat,Ganaur,Yam (Ratalu),Vegetables,"0.45","2500","3000","2800",2022-07-13,Chrysanthemum(Loose)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2300","2300","2300",2022-07-13,Chrysanthemum(Loose)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.40","2300","2300","2300",2022-07-13,Chrysanthemum(Loose)
Gujarat,Surat,Surat,Other,Vegetables,"1.50","4000","7500","5750",2022-07-13,Elephant Yam (Suran)
